company_id,stage_path
8200037216,A → B → C1 → A → C2 → C1
8200038425,C1
8200039162,A → C1
8200039534,C1
8200039579,B
8200040910,B → A
8200041060,B
8200041326,C1
8200049354,B → D
8200049780,B
8200049783,A → B
8200051064,C1
8200052095,C1 → A → C1
8200053907,C1
8200054062,B → C1
8200055406,B
8200056333,A → C1
8200057289,C1 → A → C2
8200057457,C1
8200057737,C1
8200057974,C2 → E → C1 → A → C1
8200058663,B → A
8200059531,A
8200060702,B
8200061132,B
8200061389,B
8200061668,A
8200062448,A → D
8200063469,B
8200063522,A → C1
8200064204,C2
8200064675,C1
8200064776,B
8200065075,A → D
8200065276,C1 → D → B → C1 → B → C1 → D → C1 → B → C1
8200065322,A
8200065947,A
8200066223,B
8200071824,A
8200073923,C1
8200075659,D
8200075698,C1
8200075962,A
8200077766,B
8200078571,B → C1 → E → B
8200082175,B
8200084380,E
8200085722,C1 → A
8200086023,C1 → B
8200088930,C1
8200089432,E → C1 → A → B → C1
8200093095,C2
8200093284,A
8200096867,C1
8200099211,C1 → B
8200099580,D → B
8200101544,A
8200104008,A
8200105218,A
8200117526,A
8200131190,C1
8200152960,A
8200153612,C2
8200156961,B
8200157859,A
8200165584,A
8200170449,B → E → B
8200171155,C1
8200240893,C1
8200241515,C1
8200242731,C1
8200246542,B → C1 → A → B
8200246985,C1
8200247838,B → C1 → B
8200248264,B → A
8200248396,B
8200248713,C1 → B → C1 → D
8200250087,C1
8200250499,B
8200250775,C1
8200251059,C1
8200251854,B → A
8200251941,C1 → A → C1 → E → B
8200252101,E
8200252368,D → B
8200253136,C1 → C2
8200254033,C1
8200258354,C2 → B
8200259701,E
8200260100,C1
8200262437,B → C2
8200263896,A
8200264512,B
8200267871,B → A → C1
8200267908,B
8200270118,A → C1 → B
8200271056,B → D → C1 → A
8200273987,C1
8200274082,A
8200275385,C1 → A → C1
8200276809,C1 → A
8200278677,D → A → B
8200279007,B
8200279127,B
8200279197,C1
8200279687,C1
8200283474,B
8200283699,C1
8200286178,A
8200286720,C1 → A → B → C1
8200287592,A → B → A → C1 → C2 → B → D → A
8200289703,C2
8200289863,A → B → C1 → A
8200291925,A
8200292647,B
8200292804,C1
8200293696,C1 → D → A
8200294108,C1
8200297824,B → C1
8200300289,A
8200301937,C1 → B → C1
8200301971,A
8200302222,B → C1 → B → A → C1 → B → D → E → A → C1 → A → B
8200304382,C2 → A → C1
8200306647,C1 → A
8200307317,B
8200312730,A → B → C2 → C1
8200314685,C1
8200315757,B
8200316390,C1 → B → A → E → B
8200318323,A
8200319340,B → E
8200322316,A
8200325196,A → C1 → D
8200329715,C2
8200330407,C1
8200335269,B → A
8200335867,A → C1
8200336148,C1 → C2
8200339532,C1
8200345529,A
8200350265,C1
8200351160,C1
8200351887,B
8200352581,B
8200353066,B
8200353982,B
8200355420,C1
8200356354,B
8200356671,C1
8200361673,C2
8200365764,A
8200365897,A
8200366844,C1 → B → C1
8200366847,D
8200367074,C1 → A → B
8200372800,C1
8200373672,E → C1
8200373859,C1
8200373973,C1 → A
8200374008,C1 → B
8200374358,C1
8200375416,E
8200380784,D → A → B → D → B → C1
8200380791,A → B → A → B
8200381201,C1
8200382831,C1 → B → A
8200382842,C1
8200383193,A
8200386905,C1
8200388681,A → C1 → D → B → C1 → C2
8200388762,C1 → B
8200389704,C2 → C1
8200393568,E → B
8200394706,A → B
8200394878,D → B
8200395572,C1 → D → C1
8200395971,A → D → A
8200396369,B
8200402954,C1
8200403873,A
8200403895,C1
8200405254,A → C1
8200405772,C1 → A
8200409904,C1
8200410428,C1
8200413266,C1 → A
8200413411,A → C1
8200413623,A
8200413716,D
8200413723,B → E
8200414023,C1
8200414042,C2
8200414165,B
8200414459,C1
8200414602,C1 → D
8200414669,A → C1 → A → B → C2
8200414712,A
8200415082,C1 → A
8200415298,A → C1
8200415602,C1
8200416019,C1
8200416348,C1
8200416358,B → A → C1 → B → C1 → B → C1 → B → C1 → D → C1 → C2
8200416386,B → A
8200416407,C1
8200416521,B
8200416581,A
8200416752,C1
8200416922,D → C2
8200417210,A
8200417286,C1
8200417526,C1
8200417593,C1
8200418878,A
8200419307,A
8200419477,C1
8200419489,E → C1
8200420059,B
8200420089,A
8200420337,A
8200420702,C1
8200421292,C1
8200421730,C2 → B
8200421941,B
8200422083,A
8200422109,B
8200422204,C1 → A
8200422400,C1
8200422537,C1 → B → C1 → A
8200422956,B
8200423081,E
8200423539,C1
8200423588,B → C2
8200423729,B → C2 → C1 → B
8200424784,C2 → D → B → A → E
8200425098,E → B
8200425256,C1
8200426237,E
8200426239,B
8200426328,A
8200426594,E → C1
8200427100,A → E
8200427282,C1
8200427891,B
8200428086,A
8200428096,D
8200428210,C1
8200428755,B
8200429078,C1 → A
8200429150,A → C1 → D → C1
8200429151,A → B
8200429167,E → B → E → C1 → A
8200429457,C1
8200429645,C1
8200429670,B
8200430773,C1 → A
8200430790,C1
8200431170,B → A → C1 → B → E → B
8200431250,A → B → C1
8200431452,B → C1
8200431473,E
8200431529,C1
8200431682,A
8200432075,B → C1 → A → B
8200433060,A
8200433281,A
8200433651,C1 → D → E → B
8200433885,D
8200434184,C1 → A → C1 → B
8200434660,E
8200434806,A
8200435277,B → D → B → C1 → A → C1 → B → C1 → A
8200435415,C2
8200435694,A
8200436447,A
8200436677,C1
8200436733,B
8200437501,C1
8200438067,C1
8200438518,C1
8200438640,C1
8200438655,A
8200438938,A → B
8200438990,B
8200439174,C1
8200439507,B → A
8200439688,D → B → E
8200439746,B
8200439820,C1 → A → C1 → B → C1
8200440307,D
8200440802,C2
8200441744,C2 → B
8200442123,A
8200442162,D
8200442465,C1
8200442518,B
8200442617,C1 → D
8200443040,B → C2 → C1
8200443069,C1 → B → C1
8200443226,C1 → A → B
8200443235,C1
8200443261,B → C1 → B → A
8200443310,B → C1
8200444285,B
8200445184,B
8200445803,D → E → C1
8200446018,C1 → A → D
8200446305,D
8200446403,A
8200446901,A
8200447181,C1 → B
8200447260,A
8200447863,B
8200449167,D → C1 → A → B → C1 → B → A
8200449390,A → B → A
8200449664,A
8200449708,C1
8200449733,A → C1 → B → C1
8200450617,B
8200450658,A → C1
8200450689,C2
8200450980,A
8200451013,B → A
8200451041,C1
8200451392,C1 → A → C1 → B → A → B → A → B
8200452265,A
8200452376,E → B
8200453175,A
8200453358,A
8200453762,C1 → B
8200453855,B → A → B
8200453890,C1
8200455277,C1
8200455576,C1 → A → C1
8200455682,A
8200455850,B
8200455953,B → C1 → B → A
8200456893,E → A
8200457390,A
8200457407,A
8200457416,A
8200457428,E
8200457630,C1
8200457682,D → B → C1 → B → A → C1 → B
8200457719,C1
8200457907,B
8200458007,C1
8200458051,D → A → E
8200458130,C1 → A
8200458472,C1 → B
8200459357,C2
8200459432,A
8200459468,B → A
8200459554,C1
8200459555,C1
8200460986,A
8200461011,C2 → E
8200461433,C1 → A → D
8200461843,A → C1 → A → C1 → B → C1 → B → A
8200461874,A
8200462768,B
8200463305,B
8200463384,B → A → B → C2 → A → C1 → A → C1 → D → A
8200463555,A
8200463803,A
8200463909,B → C1 → A
8200464503,C1
8200464890,A → C1 → B
8200465123,A
8200465605,B → D
8200465710,A → C1
8200465861,B
8200465984,D
8200466544,B → D
8200466643,B
8200466679,C1
8200466780,C1 → D
8200467446,C1 → B → C1
8200467897,C2 → A
8200467966,A → B → C1 → B → C1
8200468090,B
8200468707,B → A
8200468775,C1
8200469073,C1
8200469598,B → C1
8200469899,C1
8200469974,C1
8200470019,C1
8200470129,B
8200470360,D
8200470443,D → C1
8200470455,E → C1
8200470481,C1
8200470503,C1
8200471381,C1
8200471387,D → C1 → B → C1 → A
8200471398,C1
8200471507,A → C1 → A
8200471667,C1
8200471735,C1 → A → B → A → B
8200471796,C1
8200471824,B → C1
8200471882,A
8200472143,A → B
8200472287,D
8200472836,B
8200473294,C1
8200473364,C1 → B → C1
8200473506,B → C2 → B
8200473516,A
8200474051,A
8200474471,C1
8200474893,B
8200475430,C1
8200475672,A → E → A → B → C1
8200475761,C1
8200475944,C1 → B
8200476297,D
8200476306,A → E
8200476623,B
8200476693,B → A
8200477433,A
8200477680,C1
8200477760,B → A
8200478161,A
8200478904,C2 → E → A → B
8200478920,E → C1 → B → C1 → A → B
8200479576,B
8200480115,C1
8200480511,D
8200480809,B
8200480982,C1
8200481420,C2 → A
8200481573,B → A
8200481607,B → A → C1
8200481752,C1
8200481847,B → C1
8200482026,A
8200482517,C1 → A
8200482840,A → E
8200483267,C1
8200483366,C2 → D
8200483408,B
8200484458,B
8200484731,A → B → C1
8200485067,B
8200485497,C1
8200486136,C1
8200486146,A → C1 → A → C1
8200486533,C1
8200486570,C2 → B → A → C2 → C1 → A → C1
8200486682,A
8200486767,B
8200486821,A
8200486823,B
8200487039,B → C1
8200487202,A
8200487477,A
8200487571,C1
8200487813,A
8200488704,B → D → C1
8200489040,C1 → A
8200489052,E
8200489076,A
8200489174,D
8200489273,C1
8200489681,C1 → A
8200489948,C1 → B
8200489972,A
8200490155,C1 → B → A → B
8200491225,C1 → B
8200491249,B
8200491284,C1
8200491477,C1
8200491479,C1
8200492247,C1
8200492672,A → C1
8200492853,D
8200493025,C1 → B
8200493867,A → C1
8200494018,B
8200494138,E → C1 → B → C2
8200494840,A
8200494946,A
8200494966,D
8200495182,A → C1
8200495261,C1
8200495308,E
8200495338,C1
8200495597,C1
8200496160,B → C1 → D → C1
8200496222,A
8200496223,C1 → B → C1 → D → C1
8200496235,B → A
8200496433,A → C2
8200496462,E
8200496906,A
8200496923,E → A
8200497523,A
8200498716,A
8200498794,D → C1 → B
8200498911,A → C1 → A
8200499193,D
8200499604,B
8200499696,C1 → B
8200499960,B
8200500013,B → C1 → B
8200500095,B
8200500971,B
8200501070,B → A
8200501572,D
8200501680,B → A → C1
8200501851,B
8200502764,C1
8200502765,A
8200503517,C1
8200504125,A → D
8200504130,C1
8200504357,C1
8200504601,B
8200505382,C1
8200505392,C1
8200505564,B
8200505696,B
8200505798,C1 → A
8200505811,C1
8200505998,C1
8200506007,C1
8200506299,C2
8200506400,C1 → A → C1 → B → A → B → D
8200506410,B → A
8200506606,C1
8200506987,A → E
8200506993,B → C1 → B
8200507013,B → A → C1
8200507085,D
8200507096,B → A
8200507119,C2
8200507206,C1 → B
8200507250,C1
8200507283,A
8200507558,C2 → C1
8200508315,C1
8200508367,C1
8200508370,D
8200508590,C1
8200508874,D → C1 → B
8200508957,A
8200509626,D → B
8200509650,C1
8200510005,E → A → C1
8200510374,A
8200510825,C1
8200510987,A
8200511231,A
8200511313,E
8200511441,C1
8200511958,A
8200512983,A
8200513341,B → E → A
8200513406,C1
8200513698,C1
8200514426,A
8200514620,D → A → B
8200515019,C1
8200515616,D
8200516001,C1 → B
8200516518,A
8200516577,C1 → A → D
8200516646,A
8200516725,C1 → B → D → C1
8200516785,B
8200517705,C1
8200517717,A
8200517851,B
8200517870,C1
8200518066,C1
8200518120,A → C1
8200519086,C1 → A
8200519305,C1 → B → A
8200519587,C1
8200519904,B
8200520024,C1
8200520072,C1
8200520640,C1
8200521083,C1
8200521301,B
8200521320,B
8200521434,D
8200522808,C1 → A → D → E
8200522937,A → C1 → B → A → B → C1 → B
8200523001,B
8200523010,D
8200523670,C1
8200523875,C1
8200525103,C1
8200525131,A
8200526107,A → C1 → B → A
8200526108,D
8200526383,C2
8200526485,A
8200527074,D → B
8200527119,E
8200527254,D
8200527461,C1
8200527708,A
8200527802,B → C1
8200528214,B → A
8200529171,A
8200529705,A → C1
8200530129,A → E
8200530301,B
8200530757,B
8200530828,C1 → A → C1
8200531091,C1
8200532107,A
8200532672,A → B → C1
8200532694,B
8200532821,C1
8200532863,C1
8200533398,C1
8200533405,A
8200533752,C1 → B → C1
8200534163,D
8200534394,A
8200534426,D → B
8200534667,B → A
8200535509,C2 → C1
8200535771,C2
8200535824,B
8200536097,A → B
8200536323,D → A → D → B
8200536786,A
8200537224,E
8200537536,A → C2
8200537826,C2 → C1 → E → A
8200537981,D
8200538417,E
8200538772,B → A → B → C1 → A → B → C2 → B
8200538774,B
8200538898,B
8200539019,D
8200539042,D → C2 → D
8200539618,B
8200539754,B
8200539944,A
8200539955,B
8200540446,B
8200540663,C1
8200540959,A
8200541836,C1 → E
8200542331,A
8200542582,A
8200542827,B
8200543506,A → C1 → B → A → C1 → A → E → A
8200543805,C1
8200543989,A → C1 → A
8200544041,C1 → B → A
8200544151,E → A
8200544355,A
8200544822,B
8200544892,B
8200544921,B
8200545445,B
8200546021,C1
8200547152,B → E → A
8200548449,C1 → A → C1 → B → A
8200548493,C1
8200548818,D → A
8200549568,D
8200550403,C1 → A → C1 → A → C1 → B
8200550504,B
8200552202,C1
8200552585,B → A
8200554151,A
8200555184,C1 → A → C1
8200555741,A
8200555772,E
8200556344,B
8200556487,B
8200557836,C1
8200558251,E
8200558310,C1
8200560573,B → C1
8200561240,C1
8200562569,A → B
8200563407,A
8200563582,C1 → D
8200565771,B
8200566541,B
9000000071,B
A100000315,B → C1
A100000520,A
A100003812,C1
B200001388,C2 → B
B200002181,A
B200003258,C1 → D
B200003390,C2 → C1 → B → E → B
B200003863,C1
B200004236,A
B200004522,A
B200005327,A
B200005661,B
B200005859,B
B200005877,B → C1
B200006001,C1 → A
B200006163,B
B200006180,C1
B200006242,A
B200006247,B
B200006613,B
B200006765,C1
B200007186,B
B200007384,C1 → B
B200007561,B
B200007918,D
B200008074,C1
DSC0000001,C1 → B → D → A → B → D → B → C1 → A → B → A → C1 → C2 → E → C1
